"denominazione","Stato","codice.Istat","media","diff","TITOLO_DI_STUDIO","SESSO","PARTITO_LISTA_COALIZIONE","nord","eta_sindaco","grado.di.autonomia.impositiva","grado.di.dipendenza.da.contributi.e.trasferimenti.correnti","grado.di.finanziamento.interno","grado.di.autonomia.finanziaria","rigidit√..della.spesa","incidenza.spese.personale.su.spese.correnti","grado.di.dipendenza.da.finanziamento.esterno","incidenza.spese.personale.su.entrate..correnti","spese.per.rimborso.prestiti.in.relazione.alle.entrate.correnti","indice.di.consistenza.iniziale.dei.residui.passivi","capacit√..di.spesa"
"Cesate","0",15076,14108,458,"3","0","PARTITO DEMOCRATICO - CIVICA","1",53,0.651363636363636,0.177,0.184888888888889,NA,0.313909090909091,0.271,NA,0.266,0.0531818181818182,0.559666666666667,0.774454545454546
"Cinisello balsamo","0",15077,72362.5,2965,"4","0","LISTA CIVICA: CINISELLO BALSAMO | CENTRO POPOLARE LOMBARDO | PARTITO DEMOCRATICO | DI PIETRO ITALIA DEI VALORI | SINISTRA ECOLOGIA LIBERTA'","1",53,0.547727272727273,0.204111111111111,0.257111111111111,0.647,0.353,0.350111111111111,0.000222222222222222,0.329888888888889,0.0278181818181818,0.921555555555556,0.701272727272727
"Cisliano","0",15078,4550.5,601,"4","1","LISTA CIVICA: IMPEGNO PER CISLIANO","1",48,0.536,0.124444444444444,0.323666666666667,0.710333333333333,0.283181818181818,0.251111111111111,NA,0.235111111111111,0.0499090909090909,0.570777777777778,0.676909090909091
"Cologno monzese","0",15081,46263.5,1151,"4","1","LEGA NORD | UNIONE DI CENTRO | LISTA CIVICA: DI COLOGNO MONZESE | FORZA ITALIA | FRATELLI D'ITALIA - ALLEANZA NAZIONALE","1",53,0.671818181818182,0.176444444444444,0.154111111111111,0.636111111111111,0.399909090909091,0.287222222222222,0.0698888888888889,0.271777777777778,NA,0.448111111111111,0.746
"Colturano","0",15082,2002.5,85,"3","0","LISTA CIVICA: INSIEME PER L'UNIONE","1",58,0.695,0.188222222222222,0.128,0.564555555555556,0.352454545454545,0.230666666666667,0.0908888888888889,0.221,0.163636363636364,0.542444444444445,0.684727272727273
"Corbetta","0",15085,17946,906,"4","1","RIVOLUZIONE CRISTIANA | LISTA CIVICA: FORZA CORBETTA | LISTA CIVICA: VIVIAMO CORBETTA","1",41,0.565909090909091,0.199111111111111,0.245777777777778,0.656555555555556,0.310181818181818,0.285111111111111,0,0.280555555555556,0.0383636363636364,NA,0.770181818181818
"Cormano","0",15086,20140,346,"3","0","SINISTRA ECOLOGIA LIBERTA' | RIFONDAZIONE COMUNISTA | PARTITO SOCIALISTA ITALIANO | ITALIA DEI VALORI-FED.VERDI | LISTA CIVICA: CORMANO CON COCCA | PARTITO DEMOCRATICO","1",45,0.497545454545455,0.161444444444444,0.305444444444444,0.539333333333333,0.563454545454545,0.363666666666667,0.16,0.301111111111111,0.263636363636364,0.932555555555556,0.659272727272727
"Cornaredo","0",15087,20065.5,-59,"4","1","CEN-SIN(CONTR.UFF.): F.VERDI-UDC-PSI-SCELTA CIVICA | PARTITO DEMOCRATICO | SINISTRA ECOLOGIA LIBERTA'-RIF.COM","1",32,0.575272727272727,0.137,0.268666666666667,0.653,0.272181818181818,0.229444444444444,0.0121111111111111,0.227666666666667,0.0522727272727273,0.681,0.722454545454545
"Corsico","0",15093,33596.5,-87,"3","1","FRATELLI D'ITALIA - ALLEANZA NAZIONALE | LISTA CIVICA: CORSICO VIVERE | LEGA NORD | FORZA ITALIA","1",57,0.511636363636364,0.250777777777778,0.255222222222222,0.627,0.358090909090909,0.373444444444444,0.000333333333333333,0.356888888888889,0.0185454545454545,0.474888888888889,0.76
"Cuggiono","0",15096,8154.5,29,"3","0","CEN-DES(CONTR.UFF.): L.NORD-F.IT-FRAT.D'IT-AN-CIVICHE","1",60,0.617636363636364,0.0813333333333333,0.294111111111111,0.737111111111111,0.306363636363636,0.242666666666667,0.00422222222222222,0.227111111111111,0.0849090909090909,0.551,0.738090909090909
"Cusago","0",15097,3861.5,511,"4","0","LISTA CIVICA: LA NOSTRA CUSAGO","1",46,0.671272727272727,0.125444444444444,0.173888888888889,NA,0.274545454545455,0.250777777777778,0,0.238333333333333,0.0487272727272727,0.626777777777778,0.741818181818182
"Cusano milanino","0",15098,18610.5,-565,"4","1","PARTITO DEMOCRATICO | LISTA CIVICA: FARE DI PIU' | PART. SOC. IT-IDV-SCELTA CIVICA","1",50,NA,0.165222222222222,0.219333333333333,0.625666666666667,0.440909090909091,0.353555555555556,0.0627777777777778,0.328,0.121363636363636,0.538888888888889,0.694545454545455
"Dairago","0",15099,6145.5,525,"3","0","CEN-SIN(LS.CIVICHE): LISTA DI CENTROSINISTRA","1",47,0.726636363636364,0.147666666666667,0.140222222222222,0.657777777777778,0.252363636363636,0.192777777777778,0.0205555555555556,0.181555555555556,0.0729090909090909,0.565222222222222,0.683181818181818
"Dresano","0",15101,3029,-4,"3","1","LISTA CIVICA: PRIMAVERA PER DRESANO","1",55,0.500909090909091,0.197,0.278555555555556,0.657222222222222,0.242181818181818,NA,0.0433333333333333,NA,0.0531818181818182,0.380333333333333,0.731090909090909
"Gaggiano","0",15103,8990.5,173,"3","1","LISTA CIVICA: INSIEME PER GAGGIANO","1",65,0.466545454545455,0.149222222222222,0.329888888888889,0.608666666666667,0.475636363636364,0.257111111111111,0.124444444444444,0.232,0.251272727272727,NA,0.778272727272727
"Garbagnate milanese","0",15105,26811.5,903,"4","1","LISTA CIVICA: NOI CON BARLETTA | LISTA CIVICA: LISTA BUCCI | LEGA NORD","1",48,0.560090909090909,0.175,0.260111111111111,0.653888888888889,0.349727272727273,0.294,0.0122222222222222,NA,0.0675454545454545,0.658222222222222,0.717636363636364
"Gessate","0",15106,8692,-4,"SPECIALIZZAZIONE POST 4 / DOTTORATO DI RICERCA","1","LISTA CIVICA: INSIEME PER GESSATE","1",48,0.670818181818182,0.156111111111111,0.152777777777778,0.653555555555556,NA,0.224666666666667,0.0246666666666667,0.224777777777778,0.0627272727272727,0.573333333333333,0.701636363636364
"Gorgonzola","0",15108,19900.5,1087,"3","1","LISTA CIVICA: GORGONZOLA BENE COMUNE | PARTITO DEMOCRATICO | RIFONDAZIONE COMUNISTA-COMUN.  ITALIANI | LISTA CIVICA: CITTA' AMICA","1",58,0.524181818181818,0.185555555555556,0.353111111111111,0.583333333333333,NA,0.253666666666667,0.005,0.238777777777778,0.0524545454545455,0.777111111111111,0.764727272727273
"Grezzago","0",15110,2917.5,153,"4","1","LISTA CIVICA: GREZZAGO BENE COMUNE","1",68,0.741,0.135833333333333,0.1115,0.578,NA,0.246833333333333,0,NA,0.0285,0.535833333333333,0.695125
"Gudo visconti","0",15112,1666,-104,"4","1","LISTA CIVICA: CINQUE PUNTI PER GUDO","1",39,0.582363636363636,NA,0.224444444444444,0.705666666666667,0.233909090909091,0.210777777777778,0.00677777777777778,0.194888888888889,0.0446363636363636,0.391444444444444,0.787181818181818
"Inveruno","0",15113,8600.5,-3,"4","0","LISTA CIVICA: RINNOVAMENTO POPOLARE","1",35,0.605,0.123111111111111,0.254222222222222,0.704222222222222,0.266545454545455,0.213555555555556,0.0244444444444444,0.206333333333333,0.0592727272727273,NA,NA
"Inzago","0",15114,10878.5,639,"4","1","LEGA NORD-CIVICHE","1",40,0.439272727272727,0.117222222222222,0.401888888888889,0.700888888888889,0.236818181818182,NA,0,0.237333333333333,0.00581818181818182,0.544888888888889,0.778363636363636
"Lacchiarella","0",15115,8663,528,"3","0","LISTA CIVICA: LACCHIARELLA BENE COMUNE","1",46,NA,0.117888888888889,0.186666666666667,NA,0.325,0.293333333333333,0,NA,0.0558181818181818,0.857111111111111,0.752818181818182
"Lainate","0",15116,25241.5,515,"4","1","LISTA CIVICA: UNIONE DEMOCRATICA | LISTA CIVICA: LAINATE NEL CUORE | LISTA CIVICA: ANZANI | LISTA CIVICA: LANDONIO SINDACO","1",47,0.674181818181818,0.152777777777778,0.165333333333333,0.634222222222222,0.266636363636364,0.233777777777778,0.00177777777777778,0.221555555555556,NA,0.632777777777778,0.722818181818182
"Legnano","0",15118,58399,1384,"3","1","FRATELLI D'ITALIA - ALLEANZA NAZIONALE | LISTA CIVICA: PROTEGGIAMO LEGNANO | LISTA CIVICA: LEGNANO FUTURA | LEGA NORD | FORZA ITALIA","1",64,0.584272727272727,0.227555555555556,0.208666666666667,0.605777777777778,0.269090909090909,0.253,0,0.247,0.0311818181818182,0.783777777777778,0.717
"Liscate","0",15122,4061,4,"4","1","LISTA CIVICA: NOI PER LISCATE","1",52,0.658818181818182,NA,0.210111111111111,0.756666666666667,0.193454545454545,0.213555555555556,0.0235555555555556,NA,0.0226363636363636,0.731555555555556,0.671090909090909
"Locate di triulzi","0",15125,9985,664,"3","1","LISTA CIVICA: LOCATE DEMOCRATICA","1",44,0.687545454545455,0.152,0.132,0.608444444444444,0.358909090909091,0.301777777777778,0.0155555555555556,0.302555555555556,0.065,NA,0.744363636363636
"Magenta","0",15130,23423,1070,NA,"0",NA,"1",42,0.522272727272727,0.199333333333333,0.265888888888889,0.645,0.304727272727273,0.232888888888889,0.00844444444444444,0.219555555555556,NA,0.439333333333333,0.733272727272727
"Magnago","0",15131,9150,124,"3","0","PD-ITALIA DEI VALORI-UNIONE DI CENTRO","1",64,0.645454545454545,0.128,0.203222222222222,0.721111111111111,0.319272727272727,0.264222222222222,0.000555555555555556,0.256,0.0718181818181818,0.647888888888889,0.729545454545454
"Marcallo con casone","0",15134,6087,102,"3","1","LEGA NORD","1",52,0.481090909090909,NA,NA,0.646444444444444,NA,0.218111111111111,0.034,0.208777777777778,0.0660909090909091,0.697444444444444,0.715454545454545
"Masate","0",15136,3421,208,"3","1","LISTA CIVICA: INSIEME PER MASATE","1",57,0.723727272727273,NA,0.120666666666667,0.683555555555556,NA,NA,0,NA,0.0393636363636364,0.751888888888889,0.748181818181818
"Mediglia","0",15139,12002.5,-119,"3","1","LISTA CIVICA: X MEDIGLIA","1",46,0.686363636363636,0.167,0.197666666666667,0.606,0.280363636363636,0.271444444444444,0,0.283444444444444,0.00209090909090909,0.692,0.726363636363636
"Melegnano","0",15140,17448,1424,"4","1","LISTA CIVICA: RINASCIMENTO MELEGNANESE | PARTITO DEMOCRATICO","1",55,NA,0.166111111111111,0.249888888888889,0.649555555555556,0.306727272727273,0.287666666666667,NA,0.289888888888889,0.0300909090909091,0.404111111111111,0.703090909090909
"Melzo","0",15142,18239,192,"3","1","LISTA CIVICA: INSIEME PER MELZO | LISTA CIVICA: PATTO CIVICO PER MELZO | LISTA CIVICA: FUTURO E SOLIDARIETA' | LISTA CIVICA: CIVILTA' MELZESE","1",60,0.526,0.233285714285714,0.216285714285714,0.567428571428571,0.245333333333333,0.230142857142857,NA,0.221142857142857,0.0296666666666667,0.648857142857143,0.702111111111111
"Mesero","0",15144,4066.5,231,"4","1","LISTA CIVICA: MIGLIORIAMO MESERO","1",45,0.600545454545454,0.146666666666667,0.241222222222222,0.696777777777778,0.334181818181818,0.289888888888889,0.00455555555555556,0.270444444444444,0.0673636363636364,NA,0.747636363636364
"Milano","0",15146,1318076.5,155807,"4","1","SINISTRA: SINISTRA X MILANO | ITALIA DEI VALORI | PARTITO DEMOCRATICO | RADICALI FEDERALISTI LAICI ECOLOGISTI | LISTA CIVICA: NOI, MILANO","1",58,0.388272727272727,0.225111111111111,0.490555555555556,0.444666666666667,0.313272727272727,NA,0.0482222222222222,0.257888888888889,NA,0.718666666666667,NA
"Morimondo","0",15150,1125.5,-119,"4","1","LISTA CIVICA: A MISURA D'UOMO","1",55,0.407545454545455,0.153555555555556,0.355111111111111,0.591111111111111,0.380636363636364,0.248333333333333,0.0278888888888889,0.191333333333333,0.194,1.04011111111111,0.683818181818182
"Motta visconti","0",15151,7809,426,"2","1","LISTA CIVICA: LIBERAMENTE MOTTA","1",66,0.521909090909091,0.179666666666667,0.263333333333333,0.656666666666667,0.414818181818182,0.352111111111111,0.0122222222222222,NA,0.0993636363636364,0.390333333333333,0.758636363636364
"Nerviano","0",15154,17020,-90,"3","1","LEGA NORD | LISTA CIVICA: GRUPPO INDIPENDENTE NERVIANESE | LISTA CIVICA: CON NERVIANO","1",45,0.681727272727273,0.145444444444444,0.167777777777778,0.725666666666667,0.279363636363636,0.270666666666667,0.000222222222222222,0.262111111111111,0.028,0.883333333333333,0.720818181818182
"Nosate","0",15155,668.5,-39,"2","1","LISTA CIVICA: NOSATE NUOVA","1",54,0.605454545454545,0.207333333333333,0.155,NA,0.358909090909091,0.317333333333333,0.0368888888888889,0.303222222222222,0.0581818181818182,NA,0.605545454545454
"Novate milanese","0",15157,20011,112,"2","1","PARTITO DEMOCRATICO | LISTA CIVICA: VIVIAMO NOVATE | LISTA CIVICA: NOVATE PIU' CHIARA","1",71,NA,0.187444444444444,0.210444444444444,0.629444444444444,0.366,0.332222222222222,0,NA,0.0409090909090909,0.586222222222222,0.738
"Noviglio","0",15158,4376.5,261,"4","0","LISTA CIVICA: IMPEGNO E SALVAGUARDIA DEL TERRITORIO","1",52,0.601090909090909,0.199333333333333,0.192555555555556,NA,0.252363636363636,0.203333333333333,NA,0.190222222222222,0.0652727272727273,NA,0.768636363636364
"Opera","0",15159,13516.5,657,"3","1","CEN-DES(CONTR.UFF.): PDL-L. NORD- FRATELLI D'ITALIA","1",47,0.593181818181818,NA,0.261666666666667,0.659555555555556,0.282727272727273,0.282777777777778,0.00511111111111111,0.269888888888889,0.0146363636363636,0.635,0.747545454545455
"Ossona","0",15164,4220,170,"3","1","LISTA CIVICA: INCONTRO","1",63,0.707636363636364,0.134333333333333,0.130555555555556,0.667777777777778,0.287363636363636,0.191111111111111,0.0575555555555556,0.181,0.109272727272727,0.731333333333333,0.663636363636364
"Ozzero","0",15165,1455.5,-39,"4","1","LISTA CIVICA: TUTTI PER OZZERO","1",32,0.566,0.124333333333333,0.310444444444444,0.736333333333333,NA,0.277777777777778,0,0.259111111111111,0.0470909090909091,0.490111111111111,0.786090909090909
"Paderno dugnano","0",15166,46828.5,679,"4","1","FORZA ITALIA | FRATELLI D'ITALIA - ALLEANZA NAZIONALE | LISTA CIVICA: VIVERE PADERNO | NUOVO CENTRO DESTRA | LEGA NORD | LISTA CIVICA: PADERNO DUGNANO CRESCE","1",49,0.638272727272727,0.171333333333333,0.212777777777778,0.673111111111111,0.348090909090909,NA,0.00366666666666667,0.285888888888889,NA,0.584111111111111,0.778090909090909
"Pantigliate","0",15167,5845.5,-29,NA,"1","LISTA CIVICA: SOCIETA' E AMBIENTE S & A","1",62,NA,0.0772,0.23,0.7012,0.326285714285714,0.297,0.0268,0.2896,0.0518571428571429,0.671,0.671714285714286
"Parabiago","0",15168,27323,1536,"4","1","LEGA NORD | FRATELLI D'ITALIA - ALLEANZA NAZIONALE | FORZA ITALIA | LISTA CIVICA: ATTIVA MENTE","1",45,0.577727272727273,NA,NA,0.703111111111111,NA,0.249555555555556,0,0.232888888888889,0.0121818181818182,0.699,NA
"Paullo","0",15169,11119.5,195,"4","1","LISTA CIVICA: PER LA CITTA' DI PAULLO","1",48,0.5929,0.228,0.18875,0.432375,NA,0.336,0.1385,0.343625,0.1741,0.606125,NA
"Pero","0",15170,10691,856,"4","0","LISTA CIVICA: NOI INSIEME PER PERO","1",59,0.660636363636364,0.131777777777778,0.159111111111111,0.685111111111111,0.320454545454545,0.328666666666667,0.000777777777777778,0.296555555555556,0.0480909090909091,0.833555555555555,0.683090909090909
"Peschiera borromeo","0",15171,22857,1226,"4","0","LISTA CIVICA: PESCHIERA RIPARTE | LISTA CIVICA: PESCHIERA BENE COMUNE","1",34,0.553909090909091,0.147333333333333,0.252777777777778,0.654222222222222,0.270818181818182,0.267,0,0.248666666666667,0.0297272727272727,1.127,0.659545454545455
"Pessano con bornago","0",15172,9066.5,-25,"4","1","LISTA CIVICA: OLTRE! CON VILLA SINDACO","1",30,0.662636363636364,0.147444444444444,0.188777777777778,0.705222222222222,0.238090909090909,0.190666666666667,0,0.180888888888889,0.0591818181818182,0.541555555555556,0.735454545454545
"Pieve emanuele","0",15173,15244,732,"3","1","LISTA CIVICA: UNITI PER PIEVE EMANUELE","1",53,0.540818181818182,0.139111111111111,0.239,0.597222222222222,0.392,0.227777777777778,0.119222222222222,0.215222222222222,NA,0.712777777777778,NA
"Pioltello","0",15175,35746,1364,NA,"0",NA,"1",50,0.608727272727273,0.207444444444444,NA,0.635444444444444,0.293090909090909,0.265555555555556,0.005,0.248333333333333,NA,0.650111111111111,0.702727272727273
"Pogliano milanese","0",15176,8254.5,235,"4","1","LISTA CIVICA: INSIEME PER POGLIANO","1",71,0.671818181818182,0.137666666666667,0.202888888888889,0.686777777777778,0.298272727272727,0.272111111111111,0,0.258666666666667,0.044,0.642,0.716363636363636
"Pozzo dadda","0",15177,5930.5,509,"4","1","LISTA CIVICA: CRESCERE INSIEME","1",67,0.747333333333333,0.113,0.117666666666667,0.742333333333333,0.24,0.224666666666667,0,0.204333333333333,0.0356666666666667,NA,0.661333333333333
"Pozzuolo martesana","0",15178,8232.5,423,"3","1","LISTA CIVICA: UNITI CON ANGELO CATERINA","1",52,0.566909090909091,NA,0.201333333333333,0.533111111111111,0.278272727272727,0.233444444444444,0.0385555555555556,0.233777777777778,0.0659090909090909,0.708111111111111,0.609090909090909
"Pregnana milanese","0",15179,7110,448,"4","1","LISTA CIVICA: INSIEME PER PREGNANA","1",42,0.608090909090909,NA,0.269555555555556,0.658555555555556,0.289272727272727,0.205333333333333,0.00511111111111111,NA,0.0928181818181818,0.827444444444444,0.681272727272727
"Rescaldina","0",15181,14045,276,"4","1","CEN-SIN(LS.CIVICHE): VIVERE RESCALDINA","1",43,0.687545454545455,0.156555555555556,0.147777777777778,0.626555555555556,0.414272727272727,0.254,0.0773333333333333,0.242111111111111,0.180818181818182,0.611555555555556,NA
"Rho","0",15182,49991,112,"4","1","ITALIA DEI VALORI | SINISTRA ECOLOGIA LIBERTA' | PARTITO DEMOCRATICO | LISTA CIVICA: RHO PASSIRANA TERRAZZANO MAZZO LUCERNATE","1",49,0.572,0.146,0.259,0.608888888888889,0.415272727272727,0.270333333333333,0.0723333333333333,0.247777777777778,0.174,1.08711111111111,0.682545454545455
"Robecchetto con induno","0",15183,4841,-48,"3","1","LISTA CIVICA: CIVITAS","1",57,0.585181818181818,0.144888888888889,NA,0.568444444444444,0.345090909090909,0.220777777777778,0.039,0.200222222222222,0.143909090909091,0.805222222222222,0.722181818181818
"Robecco sul naviglio","0",15184,6785,-120,"3","0","LISTA CIVICA: VIVERE INSIEME","1",48,0.582636363636364,0.156888888888889,0.268888888888889,0.660666666666667,0.320363636363636,0.304777777777778,0.0153333333333333,NA,0.0536363636363636,0.458666666666667,NA
"Rodano","0",15185,4546.5,15,"4","1","LISTA CIVICA: UNITI PER RODANO","1",59,0.698181818181818,0.130111111111111,NA,0.699888888888889,0.265272727272727,0.257666666666667,0.0175555555555556,0.248777777777778,0.0183636363636364,1.22344444444444,0.756454545454545
"Rosate","0",15188,5586.5,393,"3","1","LISTA CIVICA: PER ROSATE","1",61,0.588727272727273,0.136888888888889,0.246222222222222,0.699444444444444,0.290363636363636,0.272222222222222,0,0.243777777777778,0.0525454545454545,0.538111111111111,0.775090909090909
"Rozzano","0",15189,40726,1688,"3","0","FEDERAZIONE DEI VERDI | SINISTRA: LA SINISTRA PER ROZZANO | LISTA CIVICA: UNITI PER ROZZANO | LISTA CIVICA: NOI DI ROZZANO | PARTITO DEMOCRATICO | LISTA CIVICA: #IO STO CON ROZZANO","1",45,0.665181818181818,0.175666666666667,0.185333333333333,0.595222222222222,0.275909090909091,0.264333333333333,0,0.271333333333333,0.0171818181818182,1.06466666666667,NA
"San colombano al lambro","0",15191,7363.5,95,"3","1","LISTA CIVICA: RINASCITA BANINA","1",74,0.67,0.138555555555556,0.178888888888889,NA,0.304727272727273,0.269,0.00166666666666667,0.243,0.0685454545454545,0.675777777777778,NA
"San donato milanese","0",15192,31668,1346,"4","1","PARTITO DEMOCRATICO | LISTA CIVICA: SANDO LAB | LISTA CIVICA: NOI PER LA CITTA'","1",53,0.633090909090909,0.171444444444444,0.181111111111111,0.636444444444444,NA,0.297,0,0.290333333333333,0.0289090909090909,0.532444444444444,0.711090909090909
"San giorgio su legnano","0",15194,6736,-64,"3","1","LISTA CIVICA: VIVERE SAN GIORGIO","1",55,0.622818181818182,0.167333333333333,0.187333333333333,0.697777777777778,0.255,0.247666666666667,0.00233333333333333,0.228222222222222,0.0320909090909091,0.758222222222222,NA
"San giuliano milanese","0",15195,36918,2166,"4","1","LEGA NORD | FRATELLI D'ITALIA - ALLEANZA NAZIONALE | LISTA CIVICA: SAN GIULIANO AL CENTRO | FORZA ITALIA","1",29,0.632272727272727,0.192111111111111,NA,0.580444444444444,0.368181818181818,0.25,0.0808888888888889,0.251111111111111,0.129090909090909,0.547555555555556,NA
"Santo stefano ticino","0",15200,4903,216,"4","1","CEN-DES(CONTR.UFF.): L.NORD-BASTAø-FI-NCD","1",53,0.683090909090909,0.128444444444444,0.181444444444444,0.665,0.295454545454545,0.258555555555556,0.0545555555555556,0.240777777777778,0.0603636363636364,0.702777777777778,NA
"San vittore olona","0",15201,8249.5,39,"3","0","LISTA CIVICA: CONTINUIT¿ COERENZA CONCRETEZZA","1",54,0.656090909090909,0.146555555555556,0.204777777777778,0.672888888888889,0.261909090909091,0.248444444444444,0,0.239888888888889,0.026,0.594444444444444,0.722363636363636
